,ResponseId,device_use,Q20,actual_use,2_Q1,Smart Phone_Q1_feat1,Smart Phone_Q1_feat2,Smart Phone_Q1_feat3,Smart Phone_Q1_feat4,Smart Phone_Q1_feat5,Smart Phone_Q1_feat7,2_Q2,Smart Phone_Q2_feat1,Smart Phone_Q2_feat2,Smart Phone_Q2_feat3,Smart Phone_Q2_feat5,2_Q3,Smart Phone_Q3_feat1,Smart Phone_Q3_feat2,Smart Phone_Q3_feat3,Smart Phone_Q3_feat4,Smart Phone_Q3_feat6,2_Q4,Smart Phone_Q4_feat1,Smart Phone_Q4_feat3,2_Q5,Smart Phone_Q5_feat1,Smart Phone_Q5_feat2,Smart Phone_Q5_feat3,Smart Phone_Q5_feat4,Smart Phone_Q5_feat6,2_Q6,Smart Phone_Q6_feat1,Smart Phone_Q6_feat2,Smart Phone_Q6_feat3,Smart Phone_Q6_feat4,2_Q7,Smart Phone_Q7_feat1,Smart Phone_Q7_feat2,Smart Phone_Q7_feat3,Smart Phone_Q7_feat5,2_Q8,Smart Phone_Q8_feat1,Smart Phone_Q8_feat2,Smart Phone_Q8_feat3,Smart Phone_Q8_feat5,2_Q9,Smart Phone_Q9_feat1,Smart Phone_Q9_feat2,Smart Phone_Q9_feat3,Smart Phone_Q9_feat4,Smart Phone_Q9_feat6,2_Q10,Smart Phone_Q10_feat1,Smart Phone_Q10_feat2,Smart Phone_Q10_feat3,Smart Phone_Q10_feat4,Smart Phone_Q10_feat6,Smart Phone_Q10_feat7,2_Q11,Smart Phone_Q11_feat1,Smart Phone_Q11_feat2,Smart Phone_Q11_feat3,Smart Phone_Q11_feat5,2_Q12,Smart Phone_Q12_feat1,Smart Phone_Q12_feat2,Smart Phone_Q12_feat3,Smart Phone_Q12_feat5,2_Q13,Smart Phone_Q13_feat1,Smart Phone_Q13_feat2,Smart Phone_Q13_feat4
267,R_3n9uuEpZq0A5987,"2,5,6",2,1,2,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
268,R_3dPP09bYVD8MIVa,"1,2,3,6","1,2,3",1,"2,4",0,1,0,1,0,0,1,1,0,0,0,"1,2",1,1,0,0,0,1,1,0,"1,2,3",1,1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"2,3",0,1,1,0,0,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0
269,R_2PojR0svPCbVnA1,"1,2,3,4",2,1,2,0,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,2,0,1,0,0,3,0,0,1,0,0,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,"1,2",1,1,0
270,R_qL5InqX4xYQY6lj,"1,2,3,4,5,6",2,1,"2,5",0,1,0,0,1,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"2,3",0,1,1,0,"2,3",0,1,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
271,R_2Y9VtN47I8zNzt5,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
272,R_38WJm3byrUBoM1j,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
273,R_3fHpjKg61PXZGmQ,"1,2,3,4,5,6","5,6",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
274,R_2bK2Ra4RqHiOamI,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
275,R_XR16PrSlEB9TmlX,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
276,R_pRG7Mw8uWavKTfz,"1,2,3,4,5,6","4,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
277,R_1P7WCdAkHke4zIf,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
278,R_32JfUBlKHMsrFYc,"1,2,3,4,5,6",2,1,"2,5",0,1,0,0,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,"1,3",1,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
279,R_3oL0xPaYZoYrtcq,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
280,R_2VCvZszL9a45g28,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
282,R_3RkYfFI1KSP8xjm,"1,2,3,4,5,6","3,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
284,R_r2BwMSakNfNGXXb,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
285,R_2PjLGkHnCmnkHMx,"1,2,4",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
286,R_2EEnfyhyLaC2vbs,"1,2,4,6",2,1,2,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,5,0,0,0,1,6,0,0,0,0,1,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
287,R_2ZJEbmNN36p6IVL,"1,2,3",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
288,R_2bVO86HqMEKrpg8,"1,2,4,5",2,1,2,0,1,0,0,0,0,1,1,0,0,0,"1,3",1,0,1,0,0,1,1,0,1,1,0,0,0,0,"1,3",1,0,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,2,0,1,0,0,0,"1,2",1,1,0,0,0,0,"1,2,3",1,1,1,0,1,1,0,0,0,2,0,1,0
289,R_2VsSAjRVk9KtvE9,"2,3,4",2,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,"1,2,3",1,1,1,0,2,0,1,0,0,2,0,1,0,0,0,"1,3",1,0,1,0,0,0,"1,2",1,1,0,0,"1,3",1,0,1,0,"1,2",1,1,0
290,R_33wFQgkgyPVNuGJ,"1,2,3,5",2,1,"1,2",1,1,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,"1,2",1,1,0
291,R_1nZx44TZ0hh75cn,"1,2,4",2,1,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,2,0,1,0,0,6,0,0,0,0,1,"1,3",1,0,1,0,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,4,0,0,1
292,R_3k6AuIUeRjNKquU,"1,2,3,4",2,1,2,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,2,0,1,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
293,R_2tApPSJsRDYpDQa,"1,2,4,5,6",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
294,R_1dtSV4pJyg6j6aw,"1,2,4",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
295,R_3qTE9H0Fu6Eoit6,"1,2,3,4,5,6","2,4",1,2,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1,1,0,2,0,1,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,"1,2",1,1,0
296,R_qRrsHcsRFV0sa1X,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
297,R_1ovtdh8L0HKWe7x,"1,2,3,5",2,1,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
298,R_3QGhY1EByZtjVXq,"1,2,3,4,5,6","2,6",1,2,0,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2",1,1,0,0,0,0,5,0,0,0,1,5,0,0,0,1,1,1,0,0
299,R_3ReDl7z6SXgejMr,"1,2,3,4,5,6","1,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
300,R_3noNQ4Mw6T4xCdW,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
301,R_T1TxfwDQHLr0Hlf,"1,2,3,4","1,2,3,4",1,"1,2",1,1,0,0,0,0,5,0,0,0,1,"1,2,3,4",1,1,1,1,0,1,1,0,1,1,0,0,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"2,3",0,1,1,0,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
302,R_3neFuKoBL4y7nqB,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
303,R_DIeuxO6KrKecPNT,"1,2,3,4,5,6","4,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
304,R_3FQ1evc6qWDZ9po,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
305,R_2VyzzIlxt0G28Kz,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
306,R_25So0VIIGB2tTLe,"1,2,3,4,5,6",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
307,R_1OIHwV4g9qF12oc,"1,2,3,5",2,1,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
308,R_3F1ZehsYbSg9wM0,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
309,R_1K0YfOhbOo9Dwd3,"1,2,4,6",2,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,5,0,0,0,1,"1,2",1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,"1,2,3",1,1,1,0,2,0,1,0
310,R_3P7F797bKSRLHHC,"1,2,3,4,5,6","1,3",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
311,R_A5m9akozHzmB4Gd,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
312,R_2aG2wpS0bK3b350,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
313,R_3IQWP3jFtCvmZc6,"1,2,3,4,5,6",2,1,"1,2,5",1,1,0,0,1,0,3,0,0,1,0,"3,4",0,0,1,1,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"3,4",0,0,1,1,0,"2,3",0,1,1,0,0,0,"1,2,3",1,1,1,0,"1,3",1,0,1,0,"1,2",1,1,0
314,R_2DMl960hfAgAv0v,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
315,R_3MSW1sXc3EnbN9m,"1,2,3,4,5,6","1,3",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
316,R_3Lhc2EMEzqdN0PW,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
317,R_3qaGPssc4PVLD1k,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
318,R_3qfYSJzEtn0vHvW,"1,2,4,6",2,1,2,0,1,0,0,0,0,1,1,0,0,0,"3,4",0,0,1,1,0,3,0,1,3,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,"1,2",1,1,0
319,R_3D6fcvSzqnF8nTS,"1,2,3,4,6",2,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,1,1,0,0,0,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,1,0
320,R_2bT2H9B2h8E1nrO,"1,2,3,4,5","1,3,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
321,R_3KCK8uIU7jTbXfZ,"1,2,4",2,1,"2,5",0,1,0,0,1,0,3,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,2,0,1,0,0,5,0,0,0,1,2,0,1,0
322,R_8B2CqntDftu3bZ7,"1,2,3,4,5",2,1,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
323,R_5gSJzhDDrIJKeFr,"2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
324,R_2rZNizRh9slLUqw,"1,2,3,4,5,6","2,5",1,"1,2,3,5",1,1,1,0,1,0,1,1,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,"2,3",0,1,1,0,0,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,1,1,0,0
325,R_2P6defCjhDtsaNa,"1,2,4",2,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,3,0,0,1,0,2,0,1,0,0,4,0,0,0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0
326,R_sAtZMo37bZr5QGZ,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
327,R_2Qt70zMMKOZVXcD,"1,2,3,4","1,2",1,2,0,1,0,0,0,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"1,2,3",1,1,1,0,2,0,1,0,0,"1,2",1,1,0,0,0,"1,3,4",1,0,1,1,0,0,"1,2",1,1,0,0,1,1,0,0,0,"1,2",1,1,0
328,R_2AMfybyEj8v264w,"1,2,6",2,1,1,1,0,0,0,0,0,2,0,1,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,3,0,0,1,0,2,0,1,0,0,2,0,1,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,2,0,1,0,0,2,0,1,0
329,R_25sl2LhadAAoJA2,"1,2,4",2,1,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,2,3,4",1,1,1,1,0,1,1,0,2,0,1,0,0,0,4,0,0,0,1,"1,2",1,1,0,0,"1,2,3",1,1,1,0,6,0,0,0,0,1,"1,2",1,1,0,0,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,4,0,0,1
330,R_1LRxkmw6TgXCBqj,"1,2,3,4","1,2,3",1,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,2,3,4",1,1,1,1,0,1,1,0,"2,3,4",0,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"2,3",0,1,1,0,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,2,0,1,0
331,R_2CxCYkcJ92zUt6F,"1,2,3,4,5,6","1,2,3,4,5,6",1,"1,2,3,4,5",1,1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3,4",1,1,1,1,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
332,R_2qmZ21NboeyD2k5,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
333,R_1jU1rSV5bclUuOB,"1,2,4,5,6",2,1,2,0,1,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,"1,2,3",1,1,1,0,5,0,0,0,1,6,0,0,0,0,1,3,0,0,1,0,0,0,5,0,0,0,1,"1,2",1,1,0,0,4,0,0,1
334,R_3spkW99stNzucXv,"2,3,4",2,1,2,0,1,0,0,0,0,3,0,0,1,0,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,4,0,0,0,1,"1,2,3",1,1,1,0,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,5,0,0,0,1,1,1,0,0,0,2,0,1,0
